0,018858287
0,013006517
0,019875986
0,007350571
0,007350571
0,013501484
0,013501484
0,008412988
0,016851944
0,008997448
0,010015147
0,019141573
0,015834051
0,011917137
0,012934836
0,01378477
0,01378477
0,01378477
0,008696275
0,008609615
0,008609615
0,008609615
0,019141573
0,012934836
0,013284307
0,005847388
0,017355104
0,017355104
0,018372803
0,012303291
0,020161403
0,020161403
0,016853881
0,021179102
0,021179102
0,021179102
0,021179102
0,021179102
0,021179102
0,021179102
0,016090607
0,012724484
0,012724484
0,009416962
0,013742183
0,012936967
0,012936967
0,009629445
0,007935131
0,012087034
0,008779512
0,013954667
0,013954667
0,013954667
0,013954667
0,013574418
0,013574418
0,010266895
0,010266895
0,007722648
0,009503621
0,020161403
0,006872714
0,012679766
0,020161403
0,020161403
0,016090607
0,020161403
0,009503621
0,009629445
0,019392633
